Date,Open,High,Low,Close,Adj Close,Volume
2017-05-02,36.8849983215332,37.022499084472656,36.709999084472656,36.877498626708984,34.30074691772461,181408800
2017-05-03,36.397499084472656,36.872501373291016,36.067501068115234,36.76499938964844,34.196109771728516,182788000
2017-05-04,36.630001068115234,36.78499984741211,36.45249938964844,36.63249969482422,34.0728645324707,93487600
2017-05-05,36.689998626708984,37.244998931884766,36.689998626708984,37.2400016784668,34.637916564941406,109310800
2017-05-08,37.25749969482422,38.42499923706055,37.25749969482422,38.252498626708984,35.57966232299805,195009600
2017-05-09,38.467498779296875,38.720001220703125,38.36249923706055,38.497501373291016,35.80753707885742,156521600
2017-05-10,38.407501220703125,38.48500061035156,38.02750015258789,38.314998626708984,35.63780212402344,103222800
2017-05-11,38.11249923706055,38.51750183105469,38.07749938964844,38.48749923706055,35.94601821899414,109020400
2017-05-12,38.67499923706055,39.10499954223633,38.66749954223633,39.025001525878906,36.44801712036133,130108000
2017-05-15,39.002498626708984,39.162498474121094,38.76250076293945,38.92499923706055,36.35462188720703,104038800
2017-05-16,38.98500061035156,39.01499938964844,38.68000030517578,38.86750030517578,36.30093002319336,80194000
2017-05-17,38.400001525878906,38.64250183105469,37.4275016784668,37.5625,35.08209228515625,203070800
2017-05-18,37.817501068115234,38.334999084472656,37.782501220703125,38.1349983215332,35.616790771484375,134272800
2017-05-19,38.345001220703125,38.494998931884766,38.157501220703125,38.26499938964844,35.738216400146484,107843200
2017-05-22,38.5,38.64500045776367,38.227500915527344,38.497501373291016,35.955345153808594,91865600
2017-05-23,38.724998474121094,38.724998474121094,38.32749938964844,38.45000076293945,35.91098403930664,79675600
2017-05-24,38.459999084472656,38.54249954223633,38.16749954223633,38.334999084472656,35.803585052490234,76712000
2017-05-25,38.432498931884766,38.587501525878906,38.25749969482422,38.467498779296875,35.92733383178711,76942400
2017-05-26,38.5,38.560001373291016,38.32749938964844,38.40250015258789,35.866615295410156,87710400
2017-05-30,38.35499954223633,38.60749816894531,38.33250045776367,38.41749954223633,35.88063430786133,80507600
2017-05-31,38.49250030517578,38.54249954223633,38.095001220703125,38.189998626708984,35.66815948486328,97804800
2017-06-01,38.29249954223633,38.33250045776367,38.05500030517578,38.29499816894531,35.76622009277344,65616400
2017-06-02,38.39500045776367,38.86249923706055,38.22249984741211,38.86249923706055,36.29624557495117,111082800
2017-06-05,38.584999084472656,38.61249923706055,38.3650016784668,38.48249816894531,35.94134521484375,101326800
2017-06-06,38.474998474121094,38.95249938964844,38.44499969482422,38.61249923706055,36.06276321411133,106499600
2017-06-07,38.755001068115234,38.994998931884766,38.619998931884766,38.842498779296875,36.27756881713867,84278400
2017-06-08,38.8125,38.8849983215332,38.599998474121094,38.747501373291016,36.188846588134766,85003200
2017-06-09,38.79750061035156,38.79750061035156,36.505001068115234,37.244998931884766,34.78556442260742,259530800
2017-06-12,36.435001373291016,36.522499084472656,35.627498626708984,36.35499954223633,33.95431900024414,289229200
2017-06-13,36.790000915527344,36.86249923706055,36.287498474121094,36.647499084472656,34.22751235961914,136661600
2017-06-14,36.875,36.875,35.959999084472656,36.290000915527344,33.89361572265625,126124800
2017-06-15,35.83000183105469,36.119998931884766,35.5525016784668,36.0724983215332,33.69048309326172,128661600
2017-06-16,35.94499969482422,36.125,35.54999923706055,35.567501068115234,33.218833923339844,201444400
2017-06-19,35.915000915527344,36.685001373291016,35.915000915527344,36.584999084472656,34.16914367675781,130165600
2017-06-20,36.717498779296875,36.717498779296875,36.23500061035156,36.252498626708984,33.85860061645508,99600400
2017-06-21,36.380001068115234,36.51750183105469,36.15250015258789,36.467498779296875,34.05940628051758,85063200
2017-06-22,36.442501068115234,36.67499923706055,36.279998779296875,36.407501220703125,34.00336837768555,76425200
2017-06-23,36.282501220703125,36.790000915527344,36.27750015258789,36.56999969482422,34.15513229370117,141757600
2017-06-26,36.79249954223633,37.06999969482422,36.345001220703125,36.45500183105469,34.0477180480957,102769600
2017-06-27,36.252498626708984,36.540000915527344,35.904998779296875,35.932498931884766,33.55973434448242,99047600
2017-06-28,36.122501373291016,36.52750015258789,35.790000915527344,36.45750045776367,34.05006790161133,88329600
2017-06-29,36.1775016784668,36.282501220703125,35.56999969482422,35.91999816894531,33.54805374145508,125997600
2017-06-30,36.11249923706055,36.2400016784668,35.94499969482422,36.005001068115234,33.62744903564453,92096400
2017-07-03,36.220001220703125,36.32500076293945,35.775001525878906,35.875,33.50603485107422,57111200
2017-07-05,35.92250061035156,36.1974983215332,35.68000030517578,36.022499084472656,33.64377975463867,86278400
2017-07-06,35.755001068115234,35.875,35.602500915527344,35.682498931884766,33.32623291015625,96515200
2017-07-07,35.724998474121094,36.1875,35.724998474121094,36.04499816894531,33.664798736572266,76806800
2017-07-10,36.02750015258789,36.48749923706055,35.842498779296875,36.26499938964844,33.870277404785156,84362400
2017-07-11,36.182498931884766,36.462501525878906,36.095001220703125,36.38249969482422,33.980010986328125,79127200
2017-07-12,36.467498779296875,36.54499816894531,36.20500183105469,36.435001373291016,34.02903747558594,99538000
2017-07-13,36.375,37.122501373291016,36.36000061035156,36.942501068115234,34.50303649902344,100797600
2017-07-14,36.99250030517578,37.33250045776367,36.83250045776367,37.2599983215332,34.7995719909668,80528400
2017-07-17,37.20500183105469,37.724998474121094,37.14250183105469,37.38999938964844,34.920989990234375,95174000
2017-07-18,37.29999923706055,37.532501220703125,37.16749954223633,37.52000045776367,35.042396545410156,71475200
2017-07-19,37.619998931884766,37.85499954223633,37.48749923706055,37.755001068115234,35.26189041137695,83692000
2017-07-20,37.875,37.935001373291016,37.54750061035156,37.584999084472656,35.103111267089844,68974800
2017-07-21,37.497501373291016,37.61000061035156,37.220001220703125,37.567501068115234,35.08675765991211,105010400
2017-07-24,37.64500045776367,38.11000061035156,37.474998474121094,38.022499084472656,35.5117073059082,85972800
2017-07-25,37.95000076293945,38.459999084472656,37.95000076293945,38.185001373291016,35.66348648071289,75415600
2017-07-26,38.337501525878906,38.48249816894531,38.26499938964844,38.3650016784668,35.83160400390625,63124000
2017-07-27,38.4375,38.497501373291016,36.82500076293945,37.63999938964844,35.15447235107422,129905200
2017-07-28,37.47249984741211,37.557498931884766,37.29750061035156,37.375,34.9069709777832,68854800
2017-07-31,37.474998474121094,37.58250045776367,37.032501220703125,37.182498931884766,34.727176666259766,79383600
2017-08-01,37.275001525878906,37.55500030517578,37.102500915527344,37.51250076293945,35.035400390625,141474400
2017-08-02,39.81999969482422,39.9375,39.040000915527344,39.28499984741211,36.69084930419922,279747200
2017-08-03,39.26250076293945,39.3025016784668,38.755001068115234,38.89250183105469,36.324275970458984,108389200
2017-08-04,39.01750183105469,39.349998474121094,38.92250061035156,39.09749984741211,36.51572036743164,82239600
2017-08-07,39.26499938964844,39.72999954223633,39.16749954223633,39.70249938964844,37.08078384399414,87481200
2017-08-08,39.650001525878906,40.45750045776367,39.567501068115234,40.02000045776367,37.377315521240234,144823600
2017-08-09,39.814998626708984,40.317501068115234,39.77750015258789,40.26499938964844,37.60612869262695,104526000
2017-08-10,39.974998474121094,40.0,38.657501220703125,38.83000183105469,36.40830993652344,163217200
2017-08-11,39.150001525878906,39.64250183105469,39.01750183105469,39.369998931884766,36.91463088989258,105028400
2017-08-14,39.83000183105469,40.0525016784668,39.6875,39.962501525878906,37.470176696777344,88490800
2017-08-15,40.165000915527344,40.54999923706055,40.03499984741211,40.400001525878906,37.880393981933594,117862000
2017-08-16,40.48500061035156,40.627498626708984,40.037498474121094,40.23749923706055,37.72802734375,110686400
2017-08-17,40.130001068115234,40.1775016784668,39.459999084472656,39.46500015258789,37.00371170043945,111762400
2017-08-18,39.46500015258789,39.875,39.18000030517578,39.375,36.919315338134766,109712400
2017-08-21,39.375,39.47249984741211,38.77750015258789,39.3025016784668,36.851348876953125,105474000
2017-08-22,39.557498931884766,40.0,39.505001068115234,39.94499969482422,37.453765869140625,86418400
2017-08-23,39.76750183105469,40.11750030517578,39.720001220703125,39.994998931884766,37.500648498535156,77596400
2017-08-24,40.10749816894531,40.185001373291016,39.63750076293945,39.817501068115234,37.334228515625,79275600
2017-08-25,39.912498474121094,40.13999938964844,39.817501068115234,39.96500015258789,37.4725227355957,101920400
2017-08-28,40.03499984741211,40.5,39.98249816894531,40.36750030517578,37.84992218017578,103864000
2017-08-29,40.025001525878906,40.779998779296875,40.0,40.727500915527344,38.18747329711914,118067600
2017-08-30,40.95000076293945,40.97249984741211,40.65250015258789,40.837501525878906,38.29060363769531,109078400
2017-08-31,40.90999984741211,41.130001068115234,40.869998931884766,41.0,38.44295883178711,107140400
2017-09-01,41.20000076293945,41.23500061035156,40.907501220703125,41.01250076293945,38.45469284057617,66364400
2017-09-05,40.9375,41.0625,40.13999938964844,40.52000045776367,37.99290084838867,117874000
2017-09-06,40.6775016784668,40.747501373291016,40.130001068115234,40.477500915527344,37.95306396484375,86606800
2017-09-07,40.522499084472656,40.560001373291016,40.09000015258789,40.314998626708984,37.80068588256836,87714000
2017-09-08,40.21500015258789,40.287498474121094,39.63249969482422,39.657501220703125,37.1842041015625,114446000
2017-09-11,40.125,40.51250076293945,39.97249984741211,40.375,37.856956481933594,126323200
2017-09-12,40.65250015258789,40.9900016784668,39.692501068115234,40.21500015258789,37.706932067871094,286856000
2017-09-13,39.967498779296875,39.9900016784668,39.477500915527344,39.912498474121094,37.42329406738281,179629600
2017-09-14,39.747501373291016,39.849998474121094,39.522499084472656,39.56999969482422,37.10215377807617,95042800
2017-09-15,39.61750030517578,40.24250030517578,39.5,39.970001220703125,37.47721862792969,196458400
2017-09-18,40.02750015258789,40.125,39.5,39.66749954223633,37.193580627441406,113077600
2017-09-19,39.877498626708984,39.942501068115234,39.61000061035156,39.682498931884766,37.20762634277344,83242400
2017-09-20,39.474998474121094,39.564998626708984,38.45750045776367,39.01750183105469,36.58411407470703,211805600
2017-09-21,38.95000076293945,38.95000076293945,38.1875,38.34749984741211,35.95591354370117,150046800
2017-09-22,37.8849983215332,38.067501068115234,37.63999938964844,37.97249984741211,35.60430145263672,186581600
2017-09-25,37.497501373291016,37.95750045776367,37.290000915527344,37.63750076293945,35.29018020629883,177549200
2017-09-26,37.94499969482422,38.47999954223633,37.92250061035156,38.28499984741211,35.89730453491211,146640000
2017-09-27,38.45000076293945,38.68000030517578,38.3849983215332,38.557498931884766,36.152809143066406,102016800
2017-09-28,38.47249984741211,38.56999969482422,38.17499923706055,38.31999969482422,35.930118560791016,88022000
2017-09-29,38.3025016784668,38.532501220703125,38.0,38.529998779296875,36.12702560424805,105199200
2017-10-02,38.564998626708984,38.61249923706055,38.18000030517578,38.45249938964844,36.05434799194336,74795200
2017-10-03,38.502498626708984,38.772499084472656,38.477500915527344,38.619998931884766,36.21139907836914,64921200
2017-10-04,38.407501220703125,38.46500015258789,38.1150016784668,38.369998931884766,35.976993560791016,80655200
2017-10-05,38.54499816894531,38.86000061035156,38.51250076293945,38.84749984741211,36.424720764160156,85135200
2017-10-06,38.74250030517578,38.872501373291016,38.63999938964844,38.82500076293945,36.403602600097656,69630400
2017-10-09,38.95249938964844,39.182498931884766,38.872501373291016,38.959999084472656,36.530189514160156,65051600
2017-10-10,39.01499938964844,39.5,38.775001525878906,38.974998474121094,36.544254302978516,62468000
2017-10-11,38.99250030517578,39.244998931884766,38.9375,39.13750076293945,36.69663619995117,67622400
2017-10-12,39.087501525878906,39.342498779296875,38.932498931884766,39.0,36.56770706176758,64500400
2017-10-13,39.182498931884766,39.31999969482422,39.102500915527344,39.247501373291016,36.79977035522461,65576800
2017-10-16,39.474998474121094,40.0,39.412498474121094,39.970001220703125,37.47721862792969,96486000
2017-10-17,39.94499969482422,40.217498779296875,39.807498931884766,40.11750030517578,37.61551284790039,75989200
2017-10-18,40.10499954223633,40.1775016784668,39.900001525878906,39.939998626708984,37.44907760620117,65496800
2017-10-19,39.1875,39.27000045776367,38.755001068115234,38.994998931884766,36.563018798828125,170336800
2017-10-20,39.15250015258789,39.4375,38.9900016784668,39.0625,36.626312255859375,95896400
2017-10-23,39.22249984741211,39.42250061035156,38.875,39.04249954223633,36.6075553894043,87937200
2017-10-24,39.0724983215332,39.35499954223633,39.04999923706055,39.275001525878906,36.825565338134766,71028800
2017-10-25,39.227500915527344,39.38750076293945,38.817501068115234,39.102500915527344,36.663818359375,84828400
2017-10-26,39.307498931884766,39.45750045776367,39.19499969482422,39.352500915527344,36.89822769165039,68002000
2017-10-27,39.8224983215332,40.900001525878906,39.67499923706055,40.76250076293945,38.22029113769531,177816800
2017-10-30,40.97249984741211,42.01750183105469,40.93000030517578,41.68000030517578,39.0805778503418,178803200
2017-10-31,41.974998474121094,42.412498474121094,41.73500061035156,42.2599983215332,39.62438201904297,144187200
2017-11-01,42.467498779296875,42.48500061035156,41.40250015258789,41.72249984741211,39.12041473388672,134551200
2017-11-02,41.650001525878906,42.125,41.31999969482422,42.02750015258789,39.406394958496094,165573600
2017-11-03,43.5,43.564998626708984,42.779998779296875,43.125,40.43544387817383,237594400
2017-11-06,43.092498779296875,43.747501373291016,42.93000030517578,43.5625,40.84565734863281,140105200
2017-11-07,43.477500915527344,43.8125,43.400001525878906,43.70249938964844,40.976932525634766,97446000
2017-11-08,43.665000915527344,44.060001373291016,43.58250045776367,44.060001373291016,41.312129974365234,97638000
2017-11-09,43.77750015258789,44.025001525878906,43.28499984741211,43.970001220703125,41.22774124145508,117930400
2017-11-10,43.77750015258789,43.845001220703125,43.567501068115234,43.66749954223633,41.0912971496582,100582000
2017-11-13,43.375,43.625,43.349998474121094,43.49250030517578,40.926612854003906,67928400
2017-11-14,43.2599983215332,43.369998931884766,42.79499816894531,42.834999084472656,40.30791091918945,99130000
2017-11-15,42.49250030517578,42.58000183105469,42.095001220703125,42.27000045776367,39.7762451171875,116632400
2017-11-16,42.79499816894531,42.967498779296875,42.57500076293945,42.775001525878906,40.25144577026367,94550000
2017-11-17,42.7599983215332,42.84749984741211,42.40999984741211,42.537498474121094,40.02796173095703,87598000
2017-11-20,42.5724983215332,42.63999938964844,42.38999938964844,42.494998931884766,39.98798370361328,65049600
2017-11-21,42.69499969482422,43.42499923706055,42.69499969482422,43.28499984741211,40.731361389160156,100525200
2017-11-22,43.34000015258789,43.75,43.26250076293945,43.7400016784668,41.159515380859375,102355600
2017-11-24,43.775001525878906,43.875,43.662498474121094,43.74250030517578,41.161869049072266,56106800
2017-11-27,43.76250076293945,43.77000045776367,43.334999084472656,43.522499084472656,40.95484924316406,82867200
2017-11-28,43.57500076293945,43.717498779296875,42.96500015258789,43.26750183105469,40.714900970458984,105715200
2017-11-29,43.157501220703125,43.22999954223633,41.790000915527344,42.369998931884766,39.87034225463867,166665600
2017-11-30,42.60749816894531,43.03499984741211,42.11000061035156,42.962501525878906,40.42789077758789,166108800
2017-12-01,42.48749923706055,42.91749954223633,42.125,42.76250076293945,40.23968505859375,159037200
2017-12-04,43.119998931884766,43.154998779296875,42.407501220703125,42.45000076293945,39.94562530517578,130169600
2017-12-05,42.26499938964844,42.880001068115234,42.099998474121094,42.40999984741211,39.907997131347656,109400800
2017-12-06,41.875,42.54999923706055,41.6150016784668,42.252498626708984,39.75977325439453,114240000
2017-12-07,42.25749969482422,42.61000061035156,42.227500915527344,42.33000183105469,39.83271408081055,102693200
2017-12-08,42.622501373291016,42.75,42.20500183105469,42.342498779296875,39.84446334838867,93420800
2017-12-11,42.29999923706055,43.22249984741211,42.1974983215332,43.16749954223633,40.620792388916016,141095200
2017-12-12,43.037498474121094,43.09749984741211,42.8650016784668,42.92499923706055,40.39259719848633,77636800
2017-12-13,43.125,43.3849983215332,43.0,43.067501068115234,40.52670669555664,95273600
2017-12-14,43.099998474121094,43.282501220703125,42.912498474121094,43.05500030517578,40.51493835449219,81906000
2017-12-15,43.407501220703125,43.54249954223633,43.1150016784668,43.49250030517578,40.926612854003906,160677200
2017-12-18,43.720001220703125,44.29999923706055,43.71500015258789,44.10499954223633,41.502986907958984,117684400
2017-12-19,43.75749969482422,43.84749984741211,43.522499084472656,43.6349983215332,41.06071090698242,109745600
2017-12-20,43.717498779296875,43.85499954223633,43.3125,43.587501525878906,41.016029357910156,93902400
2017-12-21,43.54249954223633,44.005001068115234,43.525001525878906,43.752498626708984,41.17129135131836,83799600
2017-12-22,43.66999816894531,43.85499954223633,43.625,43.752498626708984,41.17129135131836,65397600
2017-12-26,42.70000076293945,42.86750030517578,42.41999816894531,42.64250183105469,40.126773834228516,132742000
2017-12-27,42.525001525878906,42.69499969482422,42.4275016784668,42.650001525878906,40.13383102416992,85992800
2017-12-28,42.75,42.962501525878906,42.619998931884766,42.77000045776367,40.24675369262695,65920800
2017-12-29,42.630001068115234,42.647499084472656,42.30500030517578,42.307498931884766,39.8115348815918,103999600
2018-01-02,42.540000915527344,43.07500076293945,42.314998626708984,43.064998626708984,40.524349212646484,102223600
2018-01-03,43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,40.51729202270508,118071600
2018-01-04,43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,40.70549392700195,89738400
2018-01-05,43.36000061035156,43.842498779296875,43.26250076293945,43.75,41.16893768310547,94640000
2018-01-08,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,41.016029357910156,82271200
2018-01-09,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,41.011314392089844,86336000
